#               time [ns]           Re(ampl) [MHz]
  4.19334667333666857E+01  3.61072863322740432E+01
  4.19584792396198125E+01  3.58431292527959044E+01
  4.19834917458729393E+01  3.55801724406985258E+01
  4.20085042521260661E+01  3.53184144618391969E+01
  4.20335167583791929E+01  3.50578538581573937E+01
  4.20585292646323126E+01  3.47984891478491960E+01
  4.20835417708854393E+01  3.45403188255415756E+01
  4.21085542771385661E+01  3.42833413624687466E+01
  4.21335667833916929E+01  3.40275552066480245E+01
  4.21585792896448197E+01  3.37729587830570708E+01
  4.21835917958979465E+01  3.35195504938114723E+01
  4.22086043021510733E+01  3.32673287183429238E+01
  4.22336168084042001E+01  3.30162918135783414E+01
  4.22586293146573269E+01  3.27664381141194809E+01
  4.22836418209104536E+01  3.25177659324234085E+01
  4.23086543271635804E+01  3.22702735589830141E+01
  4.23336668334167072E+01  3.20239592625088036E+01
  4.23586793396698340E+01  3.17788212901110292E+01
  4.23836918459229608E+01  3.15348578674822200E+01
  4.24087043521760876E+01  3.12920671990811563E+01
  4.24337168584292144E+01  3.10504474683159621E+01
  4.24587293646823412E+01  3.08099968377291624E+01
  4.24837418709354679E+01  3.05707134491826444E+01
  4.25087543771885947E+01  3.03325954240432374E+01
  4.25337668834417215E+01  3.00956408633694039E+01
  4.25587793896948483E+01  2.98598478480972140E+01
  4.25837918959479751E+01  2.96252144392282268E+01
  4.26088044022011019E+01  2.93917386780171555E+01
  4.26338169084542287E+01  2.91594185861601893E+01
  4.26588294147073555E+01  2.89282521659841017E+01
  4.26838419209604822E+01  2.86982374006352643E+01
  4.27088544272136090E+01  2.84693722542698104E+01
  4.27338669334667358E+01  2.82416546722437758E+01
  4.27588794397198626E+01  2.80150825813042559E+01
  4.27838919459729894E+01  2.77896538897805172E+01
  4.28089044522261162E+01  2.75653664877756412E+01
  4.28339169584792359E+01  2.73422182473591171E+01
  4.28589294647323626E+01  2.71202070227590042E+01
  4.28839419709854894E+01  2.68993306505557754E+01
  4.29089544772386162E+01  2.66795869498751905E+01
  4.29339669834917430E+01  2.64609737225825512E+01
  4.29589794897448698E+01  2.62434887534769921E+01
  4.29839919959979966E+01  2.60271298104865778E+01
  4.30090045022511234E+01  2.58118946448628961E+01
  4.30340170085042502E+01  2.55977809913770287E+01
  4.30590295147573769E+01  2.53847865685153238E+01
  4.30840420210105037E+01  2.51729090786756977E+01
  4.31090545272636305E+01  2.49621462083644232E+01
  4.31340670335167573E+01  2.47524956283930422E+01
  4.31590795397698841E+01  2.45439549940755022E+01
  4.31840920460230109E+01  2.43365219454261741E+01
  4.32091045522761377E+01  2.41301941073575179E+01
  4.32341170585292645E+01  2.39249690898788216E+01
  4.32591295647823912E+01  2.37208444882943112E+01
  4.32841420710355180E+01  2.35178178834023868E+01
  4.33091545772886448E+01  2.33158868416947449E+01
  4.33341670835417716E+01  2.31150489155556542E+01
  4.33591795897948984E+01  2.29153016434622820E+01
  4.33841920960480252E+01  2.27166425501839271E+01
  4.34092046023011520E+01  2.25190691469827620E+01
  4.34342171085542788E+01  2.23225789318141992E+01
  4.34592296148074055E+01  2.21271693895275305E+01
  4.34842421210605323E+01  2.19328379920672916E+01
  4.35092546273136591E+01  2.17395821986737978E+01
  4.35342671335667859E+01  2.15473994560849818E+01
  4.35592796398199127E+01  2.13562871987377640E+01
  4.35842921460730395E+01  2.11662428489698904E+01
  4.36093046523261663E+01  2.09772638172219885E+01
  4.36343171585792931E+01  2.07893475022394263E+01
  4.36593296648324127E+01  2.06024912912747915E+01
  4.36843421710855395E+01  2.04166925602899880E+01
  4.37093546773386663E+01  2.02319486741595540E+01
  4.37343671835917931E+01  2.00482569868725271E+01
  4.37593796898449199E+01  1.98656148417356881E+01
  4.37843921960980467E+01  1.96840195715765134E+01
  4.38094047023511735E+01  1.95034684989460345E+01
  4.38344172086043002E+01  1.93239589363223807E+01
  4.38594297148574270E+01  1.91454881863135640E+01
  4.38844422211105538E+01  1.89680535418610781E+01
  4.39094547273636806E+01  1.87916522864431741E+01
  4.39344672336168074E+01  1.86162816942785412E+01
  4.39594797398699342E+01  1.84419390305296069E+01
  4.39844922461230610E+01  1.82686215515060688E+01
  4.40095047523761878E+01  1.80963265048686388E+01
  4.40345172586293145E+01  1.79250511298326138E+01
  4.40595297648824413E+01  1.77547926573714108E+01
  4.40845422711355681E+01  1.75855483104206094E+01
  4.41095547773886949E+01  1.74173153040810078E+01
  4.41345672836418217E+01  1.72500908458226831E+01
  4.41595797898949485E+01  1.70838721356884911E+01
  4.41845922961480753E+01  1.69186563664976433E+01
  4.42096048024012021E+01  1.67544407240494095E+01
  4.42346173086543288E+01  1.65912223873264075E+01
  4.42596298149074556E+01  1.64289985286982194E+01
  4.42846423211605824E+01  1.62677663141247066E+01
  4.43096548274137092E+01  1.61075229033594987E+01
  4.43346673336668360E+01  1.59482654501530838E+01
  4.43596798399199628E+01  1.57899911024559412E+01
  4.43846923461730896E+01  1.56326970026217342E+01
  4.44097048524262163E+01  1.54763802876102066E+01
  4.44347173586793360E+01  1.53210380891899707E+01
  4.44597298649324628E+01  1.51666675341412862E+01
  4.44847423711855896E+01  1.50132657444586002E+01
  4.45097548774387164E+01  1.48608298375529699E+01
  4.45347673836918432E+01  1.47093569264544453E+01
  4.45597798899449700E+01  1.45588441200140988E+01
  4.45847923961980968E+01  1.44092885231059160E+01
  4.46098049024512235E+01  1.42606872368287103E+01
  4.46348174087043503E+01  1.41130373587076026E+01
  4.46598299149574771E+01  1.39663359828953890E+01
  4.46848424212106039E+01  1.38205802003740619E+01
  4.47098549274637307E+01  1.36757670991552160E+01
  4.47348674337168575E+01  1.35318937644812287E+01
  4.47598799399699843E+01  1.33889572790256004E+01
  4.47848924462231111E+01  1.32469547230932427E+01
  4.48099049524762378E+01  1.31058831748206988E+01
  4.48349174587293646E+01  1.29657397103755940E+01
  4.48599299649824914E+01  1.28265214041563080E+01
  4.48849424712356182E+01  1.26882253289913081E+01
  4.49099549774887450E+01  1.25508485563379608E+01
  4.49349674837418718E+01  1.24143881564811522E+01
  4.49599799899949986E+01  1.22788411987317456E+01
  4.49849924962481253E+01  1.21442047516245939E+01
  4.50100050025012521E+01  1.20104758831161558E+01
  4.50350175087543789E+01  1.18776516607822646E+01
  4.50600300150075057E+01  1.17457291520146594E+01
  4.50850425212606325E+01  1.16147054242180356E+01
  4.51100550275137593E+01  1.14845775450064078E+01
  4.51350675337668861E+01  1.13553425823989453E+01
  4.51600800400200129E+01  1.12269976050158782E+01
  4.51850925462731396E+01  1.10995396822734484E+01
  4.52101050525262664E+01  1.09729658845789757E+01
  4.52351175587793932E+01  1.08472732835252348E+01
  4.52601300650325129E+01  1.07224589520846969E+01
  4.52851425712856397E+01  1.05985199648029269E+01
  4.53101550775387665E+01  1.04754533979920428E+01
  4.53351675837918933E+01  1.03532563299233988E+01
  4.53601800900450201E+01  1.02319258410199989E+01
  4.53851925962981468E+01  1.01114590140485294E+01
  4.54102051025512736E+01  9.99185293431058064E+00
  4.54352176088044004E+01  9.87310468983391232E+00
  4.54602301150575272E+01  9.75521137156277618E+00
  4.54852426213106540E+01  9.63817007354822763E+00
  4.55102551275637808E+01  9.52197789313750853E+00
  4.55352676338169076E+01  9.40663193116312080E+00
  4.55602801400700343E+01  9.29212929213151284E+00
  4.55852926463231611E+01  9.17846708441102876E+00
  4.56103051525762879E+01  9.06564242041948276E+00
  4.56353176588294147E+01  8.95365241681138180E+00
  4.56603301650825415E+01  8.84249419466402742E+00
  4.56853426713356683E+01  8.73216487966368327E+00
  4.57103551775887951E+01  8.62266160229092726E+00
  4.57353676838419219E+01  8.51398149800542647E+00
  4.57603801900950486E+01  8.40612170743033005E+00
  4.57853926963481754E+01  8.29907937653568339E+00
  4.58104052026013022E+01  8.19285165682174288E+00
  4.58354177088544290E+01  8.08743570550145208E+00
  4.58604302151075558E+01  7.98282868568218973E+00
  4.58854427213606826E+01  7.87902776654724679E+00
  4.59104552276138094E+01  7.77603012353638157E+00
  4.59354677338669362E+01  7.67383293852588455E+00
  4.59604802401200629E+01  7.57243340000804999E+00
  4.59854927463731897E+01  7.47182870326984983E+00
  4.60105052526263165E+01  7.37201605057134568E+00
  4.60355177588794362E+01  7.27299265132277650E+00
  4.60605302651325630E+01  7.17475572226155567E+00
  4.60855427713856898E+01  7.07730248762848024E+00
  4.61105552776388166E+01  6.98063017934320129E+00
  4.61355677838919433E+01  6.88473603717884863E+00
  4.61605802901450701E+01  6.78961730893627369E+00
  4.61855927963981969E+01  6.69527125061734019E+00
  4.62106053026513237E+01  6.60169512659762248E+00
  4.62356178089044505E+01  6.50888620979856825E+00
  4.62606303151575773E+01  6.41684178185840715E+00
  4.62856428214107041E+01  6.32555913330286668E+00
  4.63106553276638309E+01  6.23503556371494216E+00
  4.63356678339169576E+01  6.14526838190385849E+00
  4.63606803401700844E+01  6.05625490607345540E+00
  4.63856928464232112E+01  5.96799246398956118E+00
  4.64107053526763380E+01  5.88047839314688581E+00
  4.64357178589294648E+01  5.79371004093492115E+00
  4.64607303651825916E+01  5.70768476480313858E+00
  4.64857428714357184E+01  5.62239993242547698E+00
  4.65107553776888452E+01  5.53785292186383948E+00
  4.65357678839419719E+01  5.45404112173098543E+00
  4.65607803901950987E+01  5.37096193135253852E+00
  4.65857928964482255E+01  5.28861276092807930E+00
  4.66108054027013523E+01  5.20699103169174116E+00
  4.66358179089544791E+01  5.12609417607142870E+00
  4.66608304152076059E+01  5.04591963784774489E+00
  4.66858429214607327E+01  4.96646487231174572E+00
  4.67108554277138595E+01  4.88772734642197282E+00
  4.67358679339669862E+01  4.80970453896063521E+00
  4.67608804402201130E+01  4.73239394068878472E+00
  4.67858929464732398E+01  4.65579305450087055E+00
  4.68109054527263666E+01  4.57989939557811443E+00
  4.68359179589794934E+01  4.50471049154134473E+00
  4.68609304652326131E+01  4.43022388260258548E+00
  4.68859429714857399E+01  4.35643712171594633E+00
  4.69109554777388666E+01  4.28334777472765982E+00
  4.69359679839919934E+01  4.21095342052513377E+00
  4.69609804902451202E+01  4.13925165118500438E+00
  4.69859929964982470E+01  4.06824007212033223E+00
  4.70110055027513738E+01  3.99791630222701677E+00
  4.70360180090045006E+01  3.92827797402894863E+00
  4.70610305152576274E+01  3.85932273382263658E+00
  4.70860430215107542E+01  3.79104824182042721E+00
  4.71110555277638809E+01  3.72345217229318459E+00
  4.71360680340170077E+01  3.65653221371173220E+00
  4.71610805402701345E+01  3.59028606888742630E+00
  4.71860930465232613E+01  3.52471145511191164E+00
  4.72111055527763881E+01  3.45980610429552016E+00
  4.72361180590295149E+01  3.39556776310502517E+00
  4.72611305652826417E+01  3.33199419310029521E+00
  4.72861430715357685E+01  3.26908317086989308E+00
  4.73111555777888952E+01  3.20683248816581035E+00
  4.73361680840420220E+01  3.14523995203703910E+00
  4.73611805902951488E+01  3.08430338496222234E+00
  4.73861930965482756E+01  3.02402062498125357E+00
  4.74112056028014024E+01  2.96438952582588611E+00
  4.74362181090545292E+01  2.90540795704929700E+00
  4.74612306153076560E+01  2.84707380415454159E+00
  4.74862431215607828E+01  2.78938496872211106E+00
  4.75112556278139095E+01  2.73233936853630599E+00
  4.75362681340670363E+01  2.67593493771059743E+00
  4.75612806403201631E+01  2.62016962681211174E+00
  4.75862931465732899E+01  2.56504140298463312E+00
  4.76113056528264167E+01  2.51054825007098170E+00
  4.76363181590795364E+01  2.45668816873404205E+00
  4.76613306653326632E+01  2.40345917657685382E+00
  4.76863431715857899E+01  2.35085930826152145E+00
  4.77113556778389167E+01  2.29888661562707419E+00
  4.77363681840920435E+01  2.24753916780629215E+00
  4.77613806903451703E+01  2.19681505134130806E+00
  4.77863931965982971E+01  2.14671237029827466E+00
  4.78114057028514239E+01  2.09722924638065678E+00
  4.78364182091045507E+01  2.04836381904174170E+00
  4.78614307153576775E+01  2.00011424559575079E+00
  4.78864432216108042E+01  1.95247870132799628E+00
  4.79114557278639310E+01  1.90545537960386113E+00
  4.79364682341170578E+01  1.85904249197659244E+00
  4.79614807403701846E+01  1.81323826829406931E+00
  4.79864932466233114E+01  1.76804095680429407E+00
  4.80115057528764382E+01  1.72344882425980872E+00
  4.80365182591295650E+01  1.67946015602109533E+00
  4.80615307653826918E+01  1.63607325615847810E+00
  4.80865432716358185E+01  1.59328644755320070E+00
  4.81115557778889453E+01  1.55109807199720073E+00
  4.81365682841420721E+01  1.50950649029164685E+00
  4.81615807903951989E+01  1.46851008234453739E+00
  4.81865932966483257E+01  1.42810724726681748E+00
  4.82116058029014525E+01  1.38829640346746208E+00
  4.82366183091545793E+01  1.34907598874752233E+00
  4.82616308154077061E+01  1.31044446039267481E+00
  4.82866433216608328E+01  1.27240029526485010E+00
  4.83116558279139596E+01  1.23494198989249204E+00
  4.83366683341670864E+01  1.19806806055973847E+00
  4.83616808404202132E+01  1.16177704339423671E+00
  4.83866933466733400E+01  1.12606749445393328E+00
  4.84117058529264668E+01  1.09093798981257661E+00
  4.84367183591795936E+01  1.05638712564395654E+00
  4.84617308654327132E+01  1.02241351830495297E+00
  4.84867433716858400E+01  9.89015804417384126E-01
  4.85117558779389668E+01  9.56192640948690054E-01
  4.85367683841920936E+01  9.23942705291205812E-01
  4.85617808904452204E+01  8.92264695340394542E-01
  4.85867933966983472E+01  8.61157329571644814E-01
  4.86118059029514740E+01  8.30619347116118290E-01
  4.86368184092046008E+01  8.00649507834998220E-01
  4.86618309154577275E+01  7.71246592392810237E-01
  4.86868434217108543E+01  7.42409402329244350E-01
  4.87118559279639811E+01  7.14136760129902015E-01
  4.87368684342171079E+01  6.86427509295749250E-01
  4.87618809404702347E+01  6.59280514411182628E-01
  4.87868934467233615E+01  6.32694661211014031E-01
  4.88119059529764883E+01  6.06668856646071175E-01
  4.88369184592296151E+01  5.81202028947584770E-01
  4.88619309654827418E+01  5.56293127690328459E-01
  4.88869434717358686E+01  5.31941123854374975E-01
  4.89119559779889954E+01  5.08145009885721533E-01
  4.89369684842421222E+01  4.84903799755496967E-01
  4.89619809904952490E+01  4.62216529018032174E-01
  4.89869934967483758E+01  4.40082254867535383E-01
  4.90120060030015026E+01  4.18500056193547854E-01
  4.90370185092546294E+01  3.97469033635008961E-01
  4.90620310155077561E+01  3.76988309633201346E-01
  4.90870435217608829E+01  3.57057028483297179E-01
  4.91120560280140097E+01  3.37674356384551344E-01
  4.91370685342671365E+01  3.18839481489370524E-01
  4.91620810405202633E+01  3.00551613950912622E-01
  4.91870935467733901E+01  2.82809985969441346E-01
  4.92121060530265169E+01  2.65613851837473436E-01
  4.92371185592796365E+01  2.48962487983510339E-01
  4.92621310655327633E+01  2.32855193014416817E-01
  4.92871435717858901E+01  2.17291287756679607E-01
  4.93121560780390169E+01  2.02270115296188102E-01
  4.93371685842921437E+01  1.87791041016782678E-01
  4.93621810905452705E+01  1.73853452637449946E-01
  4.93871935967983973E+01  1.60456760248202379E-01
  4.94122061030515241E+01  1.47600396344700624E-01
  4.94372186093046508E+01  1.35283815861510226E-01
  4.94622311155577776E+01  1.23506496204030258E-01
  4.94872436218109044E+01  1.12267937279102170E-01
  4.95122561280640312E+01  1.01567661524348818E-01
  4.95372686343171580E+01  9.14052139361312688E-02
  4.95622811405702848E+01  8.17801620962108067E-02
  4.95872936468234116E+01  7.26920961970578539E-02
  4.96123061530765384E+01  6.41406290658702583E-02
  4.96373186593296651E+01  5.61253961872676399E-02
  4.96623311655827919E+01  4.86460557245535496E-02
  4.96873436718359187E+01  4.17022885398410370E-02
  4.97123561780890455E+01  3.52937982126752536E-02
  4.97373686843421723E+01  2.94203110573737492E-02
  4.97623811905952991E+01  2.40815761390969496E-02
  4.97873936968484259E+01  1.92773652884989377E-02
  4.98124062031015526E+01  1.50074731150667828E-02
  4.98374187093546794E+01  1.12717170192233596E-02
  4.98624312156078062E+01  8.06993720290222205E-03
  4.98874437218609330E+01  5.40199667901503089E-03
  4.99124562281140598E+01  3.26778127936189211E-03
  4.99374687343671866E+01  1.66719966137596209E-03
  4.99624812406203134E+01  6.00183313477498093E-04
  4.99874937468734402E+01  6.66865590123744134E-05
