#               time [ns]                      <n>
   4.1870935467733865E+01   5.8820174005102990E-02
   4.1895947973986999E+01   5.8845449852032827E-02
   4.1920960480240126E+01   5.8871334758490629E-02
   4.1945972986493246E+01   5.8897812609302519E-02
   4.1970985492746379E+01   5.8924867319660318E-02
   4.1995997998999499E+01   5.8952482829506402E-02
   4.2021010505252626E+01   5.8980643097930718E-02
   4.2046023011505760E+01   5.9009332097599655E-02
   4.2071035517758880E+01   5.9038533809235225E-02
   4.2096048024012006E+01   5.9068232216167027E-02
   4.2121060530265140E+01   5.9098411298974099E-02
   4.2146073036518260E+01   5.9129055030240657E-02
   4.2171085542771387E+01   5.9160147369442889E-02
   4.2196098049024513E+01   5.9191672257989804E-02
   4.2221110555277640E+01   5.9223613614437239E-02
   4.2246123061530767E+01   5.9255955329895992E-02
   4.2271135567783894E+01   5.9288681263654067E-02
   4.2296148074037021E+01   5.9321775239033300E-02
   4.2321160580290147E+01   5.9355221039499924E-02
   4.2346173086543274E+01   5.9389002405048699E-02
   4.2371185592796401E+01   5.9423103028879244E-02
   4.2396198099049528E+01   5.9457506554383859E-02
   4.2421210605302655E+01   5.9492196572463601E-02
   4.2446223111555781E+01   5.9527156619191654E-02
   4.2471235617808908E+01   5.9562370173839460E-02
   4.2496248124062035E+01   5.9597820657282335E-02
   4.2521260630315162E+01   5.9633491430799573E-02
   4.2546273136568288E+01   5.9669365795283993E-02
   4.2571285642821415E+01   5.9705426990873667E-02
   4.2596298149074542E+01   5.9741658197019633E-02
   4.2621310655327669E+01   5.9778042532999710E-02
   4.2646323161580796E+01   5.9814563058890630E-02
   4.2671335667833915E+01   5.9851202777007007E-02
   4.2696348174087049E+01   5.9887944633815256E-02
   4.2721360680340176E+01   5.9924771522330569E-02
   4.2746373186593296E+01   5.9961666285002400E-02
   4.2771385692846430E+01   5.9998611717092129E-02
   4.2796398199099556E+01   6.0035590570548393E-02
   4.2821410705352676E+01   6.0072585558379854E-02
   4.2846423211605810E+01   6.0109579359527647E-02
   4.2871435717858930E+01   6.0146554624235682E-02
   4.2896448224112056E+01   6.0183493979917110E-02
   4.2921460730365190E+01   6.0220380037513871E-02
   4.2946473236618310E+01   6.0257195398342428E-02
   4.2971485742871437E+01   6.0293922661421820E-02
   4.2996498249124571E+01   6.0330544431274002E-02
   4.3021510755377690E+01   6.0367043326187558E-02
   4.3046523261630817E+01   6.0403401986934835E-02
   4.3071535767883944E+01   6.0439603085928814E-02
   4.3096548274137071E+01   6.0475629336806856E-02
   4.3121560780390197E+01   6.0511463504426433E-02
   4.3146573286643324E+01   6.0547088415255558E-02
   4.3171585792896451E+01   6.0582486968140101E-02
   4.3196598299149578E+01   6.0617642145429577E-02
   4.3221610805402705E+01   6.0652537024440539E-02
   4.3246623311655831E+01   6.0687154789235115E-02
   4.3271635817908951E+01   6.0721478742693041E-02
   4.3296648324162085E+01   6.0755492318852092E-02
   4.3321660830415212E+01   6.0789179095492141E-02
   4.3346673336668331E+01   6.0822522806936986E-02
   4.3371685842921465E+01   6.0855507357045986E-02
   4.3396698349174592E+01   6.0888116832367951E-02
   4.3421710855427712E+01   6.0920335515428199E-02
   4.3446723361680846E+01   6.0952147898119209E-02
   4.3471735867933965E+01   6.0983538695164083E-02
   4.3496748374187092E+01   6.1014492857623066E-02
   4.3521760880440226E+01   6.1044995586408780E-02
   4.3546773386693346E+01   6.1075032345781682E-02
   4.3571785892946480E+01   6.1104588876791016E-02
   4.3596798399199606E+01   6.1133651210629560E-02
   4.3621810905452726E+01   6.1162205681868885E-02
   4.3646823411705860E+01   6.1190238941542498E-02
   4.3671835917958987E+01   6.1217737970044206E-02
   4.3696848424212106E+01   6.1244690089808637E-02
   4.3721860930465240E+01   6.1271082977740698E-02
   4.3746873436718360E+01   6.1296904677363054E-02
   4.3771885942971487E+01   6.1322143610647840E-02
   4.3796898449224621E+01   6.1346788589503182E-02
   4.3821910955477740E+01   6.1370828826881170E-02
   4.3846923461730867E+01   6.1394253947479743E-02
   4.3871935967984001E+01   6.1417053998005733E-02
   4.3896948474237121E+01   6.1439219456973684E-02
   4.3921960980490248E+01   6.1460741244010408E-02
   4.3946973486743374E+01   6.1481610728638662E-02
   4.3971985992996501E+01   6.1501819738515609E-02
   4.3996998499249628E+01   6.1521360567099795E-02
   4.4022011005502755E+01   6.1540225980724929E-02
   4.4047023511755881E+01   6.1558409225057058E-02
   4.4072036018009008E+01   6.1575904030915909E-02
   4.4097048524262135E+01   6.1592704619440268E-02
   4.4122061030515262E+01   6.1608805706579998E-02
   4.4147073536768382E+01   6.1624202506899373E-02
   4.4172086043021515E+01   6.1638890736676458E-02
   4.4197098549274642E+01   6.1652866616286217E-02
   4.4222111055527762E+01   6.1666126871856700E-02
   4.4247123561780896E+01   6.1678668736188505E-02
   4.4272136068034023E+01   6.1690489948930539E-02
   4.4297148574287142E+01   6.1701588756006537E-02
   4.4322161080540276E+01   6.1711963908288377E-02
   4.4347173586793396E+01   6.1721614659514965E-02
   4.4372186093046523E+01   6.1730540763456181E-02
   4.4397198599299657E+01   6.1738742470324022E-02
   4.4422211105552776E+01   6.1746220522435558E-02
   4.4447223611805903E+01   6.1752976149132582E-02
   4.4472236118059037E+01   6.1759011060966200E-02
   4.4497248624312157E+01   6.1764327443156269E-02
   4.4522261130565283E+01   6.1768927948336404E-02
   4.4547273636818410E+01   6.1772815688599006E-02
   4.4572286143071537E+01   6.1775994226854231E-02
   4.4597298649324664E+01   6.1778467567521478E-02
   4.4622311155577790E+01   6.1780240146570041E-02
   4.4647323661830917E+01   6.1781316820931874E-02
   4.4672336168084044E+01   6.1781702857306137E-02
   4.4697348674337171E+01   6.1781403920380895E-02
   4.4722361180590298E+01   6.1780426060496420E-02
   4.4747373686843424E+01   6.1778775700777229E-02
   4.4772386193096551E+01   6.1776459623760258E-02
   4.4797398699349678E+01   6.1773484957550147E-02
   4.4822411205602805E+01   6.1769859161530050E-02
   4.4847423711855932E+01   6.1765590011662465E-02
   4.4872436218109058E+01   6.1760685585411104E-02
   4.4897448724362185E+01   6.1755154246318764E-02
   4.4922461230615312E+01   6.1749004628275962E-02
   4.4947473736868439E+01   6.1742245619516550E-02
   4.4972486243121566E+01   6.1734886346375702E-02
   4.4997498749374692E+01   6.1726936156848829E-02
   4.5022511255627812E+01   6.1718404603988371E-02
   4.5047523761880946E+01   6.1709301429176654E-02
   4.5072536268134073E+01   6.1699636545313630E-02
   4.5097548774387192E+01   6.1689420019958217E-02
   4.5122561280640326E+01   6.1678662058461634E-02
   4.5147573786893453E+01   6.1667372987132693E-02
   4.5172586293146573E+01   6.1655563236472762E-02
   4.5197598799399707E+01   6.1643243324519925E-02
   4.5222611305652826E+01   6.1630423840340558E-02
   4.5247623811905953E+01   6.1617115427705836E-02
   4.5272636318159087E+01   6.1603328768992084E-02
   4.5297648824412207E+01   6.1589074569339930E-02
   4.5322661330665333E+01   6.1574363541110608E-02
   4.5347673836918467E+01   6.1559206388673425E-02
   4.5372686343171587E+01   6.1543613793560326E-02
   4.5397698849424714E+01   6.1527596400019674E-02
   4.5422711355677841E+01   6.1511164801003541E-02
   4.5447723861930967E+01   6.1494329524618571E-02
   4.5472736368184094E+01   6.1477101021071734E-02
   4.5497748874437221E+01   6.1459489650139476E-02
   4.5522761380690348E+01   6.1441505669187241E-02
   4.5547773886943475E+01   6.1423159221766582E-02
   4.5572786393196601E+01   6.1404460326813570E-02
   4.5597798899449728E+01   6.1385418868471688E-02
   4.5622811405702855E+01   6.1366044586560420E-02
   4.5647823911955982E+01   6.1346347067709209E-02
   4.5672836418209108E+01   6.1326335737174525E-02
   4.5697848924462235E+01   6.1306019851355503E-02
   4.5722861430715362E+01   6.1285408491023242E-02
   4.5747873936968489E+01   6.1264510555274834E-02
   4.5772886443221616E+01   6.1243334756222990E-02
   4.5797898949474742E+01   6.1221889614429197E-02
   4.5822911455727862E+01   6.1200183455086855E-02
   4.5847923961980996E+01   6.1178224404958396E-02
   4.5872936468234123E+01   6.1156020390068705E-02
   4.5897948974487242E+01   6.1133579134154743E-02
   4.5922961480740376E+01   6.1110908157870049E-02
   4.5947973986993503E+01   6.1088014778739472E-02
   4.5972986493246623E+01   6.1064906111858365E-02
   4.5997998999499757E+01   6.1041589071328707E-02
   4.6023011505752876E+01   6.1018070372421566E-02
   4.6048024012006003E+01   6.0994356534454328E-02
   4.6073036518259137E+01   6.0970453884368059E-02
   4.6098049024512257E+01   6.0946368560990630E-02
   4.6123061530765384E+01   6.0922106519966206E-02
   4.6148074037018517E+01   6.0897673539332606E-02
   4.6173086543271637E+01   6.0873075225725021E-02
   4.6198099049524764E+01   6.0848317021182860E-02
   4.6223111555777898E+01   6.0823404210535267E-02
   4.6248124062031017E+01   6.0798341929338903E-02
   4.6273136568284144E+01   6.0773135172339489E-02
   4.6298149074537271E+01   6.0747788802429779E-02
   4.6323161580790398E+01   6.0722307560070535E-02
   4.6348174087043525E+01   6.0696696073144936E-02
   4.6373186593296651E+01   6.0670958867211584E-02
   4.6398199099549778E+01   6.0645100376122425E-02
   4.6423211605802905E+01   6.0619124952970824E-02
   4.6448224112056032E+01   6.0593036881331698E-02
   4.6473236618309159E+01   6.0566840386758358E-02
   4.6498249124562285E+01   6.0540539648496969E-02
   4.6523261630815412E+01   6.0514138811380666E-02
   4.6548274137068539E+01   6.0487641997863585E-02
   4.6573286643321666E+01   6.0461053320155687E-02
   4.6598299149574792E+01   6.0434376892418359E-02
   4.6623311655827919E+01   6.0407616842980162E-02
   4.6648324162081046E+01   6.0380777326533526E-02
   4.6673336668334173E+01   6.0353862536270550E-02
   4.6698349174587293E+01   6.0326876715919485E-02
   4.6723361680840426E+01   6.0299824171640058E-02
   4.6748374187093553E+01   6.0272709283739706E-02
   4.6773386693346673E+01   6.0245536518170141E-02
   4.6798399199599807E+01   6.0218310437766751E-02
   4.6823411705852934E+01   6.0191035713191184E-02
   4.6848424212106053E+01   6.0163717133541995E-02
   4.6873436718359187E+01   6.0136359616594998E-02
   4.6898449224612307E+01   6.0108968218638682E-02
   4.6923461730865434E+01   6.0081548143870497E-02
   4.6948474237118567E+01   6.0054104753320695E-02
   4.6973486743371687E+01   6.0026643573270838E-02
   4.6998499249624814E+01   5.9999170303137971E-02
   4.7023511755877948E+01   5.9971690822794403E-02
   4.7048524262131068E+01   5.9944211199294641E-02
   4.7073536768384194E+01   5.9916737692985840E-02
   4.7098549274637321E+01   5.9889276762974557E-02
   4.7123561780890448E+01   5.9861835071929353E-02
   4.7148574287143575E+01   5.9834419490198340E-02
   4.7173586793396701E+01   5.9807037099221104E-02
   4.7198599299649828E+01   5.9779695194220897E-02
   4.7223611805902955E+01   5.9752401286159669E-02
   4.7248624312156082E+01   5.9725163102944956E-02
   4.7273636818409209E+01   5.9697988589877460E-02
   4.7298649324662328E+01   5.9670885909330354E-02
   4.7323661830915462E+01   5.9643863439654783E-02
   4.7348674337168589E+01   5.9616929773306883E-02
   4.7373686843421709E+01   5.9590093714195040E-02
   4.7398699349674843E+01   5.9563364274247091E-02
   4.7423711855927969E+01   5.9536750669200965E-02
   4.7448724362181089E+01   5.9510262313623045E-02
   4.7473736868434223E+01   5.9483908815161496E-02
   4.7498749374687350E+01   5.9457699968044411E-02
   4.7523761880940469E+01   5.9431645745834399E-02
   4.7548774387193603E+01   5.9405756293452745E-02
   4.7573786893446723E+01   5.9380041918490285E-02
   4.7598799399699850E+01   5.9354513081822678E-02
   4.7623811905952984E+01   5.9329180387550189E-02
   4.7648824412206103E+01   5.9304054572284694E-02
   4.7673836918459230E+01   5.9279146493808242E-02
   4.7698849424712364E+01   5.9254467119129683E-02
   4.7723861930965484E+01   5.9230027511966980E-02
   4.7748874437218610E+01   5.9205838819685982E-02
   4.7773886943471737E+01   5.9181912259726549E-02
   4.7798899449724864E+01   5.9158259105550212E-02
   4.7823911955977991E+01   5.9134890672144370E-02
   4.7848924462231118E+01   5.9111818301118196E-02
   4.7873936968484244E+01   5.9089053345429611E-02
   4.7898949474737371E+01   5.9066607153781682E-02
   4.7923961980990498E+01   5.9044491054728240E-02
   4.7948974487243625E+01   5.9022716340531259E-02
   4.7973986993496752E+01   5.9001294250810604E-02
   4.7998999499749878E+01   5.8980235956030518E-02
   4.8024012006003005E+01   5.8959552540866197E-02
   4.8049024512256132E+01   5.8939254987494381E-02
   4.8074037018509259E+01   5.8919354158853438E-02
   4.8099049524762385E+01   5.8899860781917258E-02
   4.8124062031015512E+01   5.8880785431029710E-02
   4.8149074537268639E+01   5.8862138511342546E-02
   4.8174087043521759E+01   5.8843930242405570E-02
   4.8199099549774893E+01   5.8826170641950795E-02
   4.8224112056028019E+01   5.8808869509917996E-02
   4.8249124562281139E+01   5.8792036412764148E-02
   4.8274137068534273E+01   5.8775680668102355E-02
   4.8299149574787400E+01   5.8759811329711739E-02
   4.8324162081040519E+01   5.8744437172961586E-02
   4.8349174587293653E+01   5.8729566680690945E-02
   4.8374187093546773E+01   5.8715208029582938E-02
   4.8399199599799900E+01   5.8701369077074142E-02
   4.8424212106053034E+01   5.8688057348836364E-02
   4.8449224612306153E+01   5.8675280026865263E-02
   4.8474237118559280E+01   5.8663043938213887E-02
   4.8499249624812414E+01   5.8651355544400804E-02
   4.8524262131065534E+01   5.8640220931526148E-02
   4.8549274637318661E+01   5.8629645801123592E-02
   4.8574287143571787E+01   5.8619635461777141E-02
   4.8599299649824914E+01   5.8610194821526629E-02
   4.8624312156078041E+01   5.8601328381086018E-02
   4.8649324662331168E+01   5.8593040227895292E-02
   4.8674337168584294E+01   5.8585334031024672E-02
   4.8699349674837421E+01   5.8578213036947178E-02
   4.8724362181090548E+01   5.8571680066194620E-02
   4.8749374687343675E+01   5.8565737510907281E-02
   4.8774387193596802E+01   5.8560387333286994E-02
   4.8799399699849928E+01   5.8555631064959965E-02
   4.8824412206103055E+01   5.8551469807253495E-02
   4.8849424712356182E+01   5.8547904232387947E-02
   4.8874437218609309E+01   5.8544934585582242E-02
   4.8899449724862436E+01   5.8542560688069289E-02
   4.8924462231115562E+01   5.8540781941015856E-02
   4.8949474737368689E+01   5.8539597330335945E-02
   4.8974487243621816E+01   5.8539005432387992E-02
   4.8999499749874943E+01   5.8539004420540143E-02
   4.9024512256128070E+01   5.8539592072588527E-02
   4.9049524762381189E+01   5.8540765779007353E-02
   4.9074537268634323E+01   5.8542522552011318E-02
   4.9099549774887450E+01   5.8544859035404989E-02
   4.9124562281140570E+01   5.8547771515193116E-02
   4.9149574787393703E+01   5.8551255930923765E-02
   4.9174587293646830E+01   5.8555307887733055E-02
   4.9199599799899950E+01   5.8559922669058954E-02
   4.9224612306153084E+01   5.8565095249989416E-02
   4.9249624812406203E+01   5.8570820311207847E-02
   4.9274637318659330E+01   5.8577092253497477E-02
   4.9299649824912464E+01   5.8583905212765103E-02
   4.9324662331165584E+01   5.8591253075541042E-02
   4.9349674837418711E+01   5.8599129494913485E-02
   4.9374687343671845E+01   5.8607527906852024E-02
   4.9399699849924964E+01   5.8616441546874287E-02
   4.9424712356178091E+01   5.8625863467009577E-02
   4.9449724862431218E+01   5.8635786553010973E-02
   4.9474737368684345E+01   5.8646203541767833E-02
   4.9499749874937471E+01   5.8657107038869165E-02
   4.9524762381190598E+01   5.8668489536268124E-02
   4.9549774887443725E+01   5.8680343429997242E-02
   4.9574787393696852E+01   5.8692661037884654E-02
   4.9599799899949979E+01   5.8705434617220470E-02
   4.9624812406203105E+01   5.8718656382322140E-02
   4.9649824912456232E+01   5.8732318521950329E-02
   4.9674837418709359E+01   5.8746413216524337E-02
   4.9699849924962486E+01   5.8760932655087292E-02
   4.9724862431215612E+01   5.8775869051974322E-02
   4.9749874937468739E+01   5.8791214663134181E-02
   4.9774887443721866E+01   5.8806961802057932E-02
   4.9799899949974993E+01   5.8823102855270044E-02
   4.9824912456228120E+01   5.8839630297335382E-02
   4.9849924962481239E+01   5.8856536705341030E-02
   4.9874937468734373E+01   5.8873814772809618E-02
   4.9899949974987500E+01   5.8891457323005131E-02
   4.9924962481240620E+01   5.8909457321593021E-02
   4.9949974987493754E+01   5.8927807888616998E-02
   4.9974987493746880E+01   5.8946502309760167E-02
   5.0000000000000000E+01   5.8965534046855575E-02
